chemin, class, classe_LOC, classe_CLOC, classe_DC, WMC, classe_BC
.\src\main\java\org\jfree\chart\axis\TickUnit.java, TickUnit, 58, 68, 1.1724137931034482, 15, 0.07816091954022988
.\src\main\java\org\jfree\chart\axis\TickUnits.java, TickUnits, 61, 69, 1.1311475409836065, 14, 0.08079625292740046
.\src\main\java\org\jfree\chart\axis\TickUnitSource.java, TickUnitSource, 5, 29, 5.8, 3, 1.9333333333333333
.\src\main\java\org\jfree\chart\axis\Timeline.java, Timeline, 9, 81, 9.0, 7, 1.2857142857142858
.\src\main\java\org\jfree\chart\axis\ValueAxis.java, ValueAxis, 670, 717, 1.0701492537313433, 161, 0.0066468897747288406
.\src\main\java\org\jfree\chart\axis\ValueTick.java, ValueTick, 36, 46, 1.2777777777777777, 9, 0.1419753086419753
.\src\main\java\org\jfree\chart\block\AbstractBlock.java, AbstractBlock, 233, 291, 1.2489270386266094, 55, 0.022707764338665625
.\src\main\java\org\jfree\chart\block\Arrangement.java, Arrangement, 5, 26, 5.2, 3, 1.7333333333333334
.\src\main\java\org\jfree\chart\block\Block.java, Block, 9, 53, 5.888888888888889, 7, 0.8412698412698413
.\src\main\java\org\jfree\chart\block\BlockBorder.java, BlockBorder, 85, 78, 0.9176470588235294, 19, 0.04829721362229102
.\src\main\java\org\jfree\chart\block\BlockContainer.java, BlockContainer, 111, 93, 0.8378378378378378, 25, 0.03351351351351351
.\src\main\java\org\jfree\chart\block\BlockFrame.java, BlockFrame, 4, 16, 4.0, 2, 2.0
.\src\main\java\org\jfree\chart\block\BlockParams.java, BlockParams, 29, 56, 1.9310344827586208, 7, 0.27586206896551724
.\src\main\java\org\jfree\chart\block\BlockResult.java, BlockResult, 13, 18, 1.3846153846153846, 3, 0.4615384615384615
.\src\main\java\org\jfree\chart\block\BorderArrangement.java, BorderArrangement, 311, 95, 0.3054662379421222, 71, 0.00430234137946651
.\src\main\java\org\jfree\chart\block\CenterArrangement.java, CenterArrangement, 110, 126, 1.1454545454545455, 31, 0.03695014662756598
.\src\main\java\org\jfree\chart\block\ColorBlock.java, ColorBlock, 59, 68, 1.152542372881356, 12, 0.096045197740113
.\src\main\java\org\jfree\chart\block\ColumnArrangement.java, ColumnArrangement, 160, 115, 0.71875, 41, 0.01753048780487805
.\src\main\java\org\jfree\chart\block\EmptyBlock.java, EmptyBlock, 26, 43, 1.6538461538461537, 5, 0.33076923076923076
.\src\main\java\org\jfree\chart\block\EntityBlockParams.java, EntityBlockParams, 3, 11, 3.6666666666666665, 1, 3.6666666666666665
.\src\main\java\org\jfree\chart\block\EntityBlockResult.java, EntityBlockResult, 3, 9, 3.0, 1, 3.0
.\src\main\java\org\jfree\chart\block\FlowArrangement.java, FlowArrangement, 179, 143, 0.7988826815642458, 45, 0.01775294847920546
.\src\main\java\org\jfree\chart\block\GridArrangement.java, GridArrangement, 206, 131, 0.6359223300970874, 50, 0.012718446601941748
.\src\main\java\org\jfree\chart\block\LabelBlock.java, LabelBlock, 151, 169, 1.119205298013245, 34, 0.0329178028827425
.\src\main\java\org\jfree\chart\block\LengthConstraintType.java, LengthConstraintType, 3, 6, 2.0, 0, 2.0
.\src\main\java\org\jfree\chart\block\LineBorder.java, LineBorder, 97, 61, 0.6288659793814433, 19, 0.033098209441128595
.\src\main\java\org\jfree\chart\block\RectangleConstraint.java, RectangleConstraint, 113, 136, 1.2035398230088497, 33, 0.0364709037275409
.\src\main\java\org\jfree\chart\block\Size2D.java, Size2D, 56, 63, 1.125, 14, 0.08035714285714286
.\src\main\java\org\jfree\chart\ChartColor.java, ChartColor, 32, 44, 1.375, 2, 0.6875
.\src\main\java\org\jfree\chart\ChartElement.java, ChartElement, 3, 9, 3.0, 1, 3.0
.\src\main\java\org\jfree\chart\ChartElementVisitor.java, ChartElementVisitor, 3, 8, 2.6666666666666665, 1, 2.6666666666666665
.\src\main\java\org\jfree\chart\ChartFactory.java, ChartFactory, 699, 834, 1.1931330472103003, 123, 0.009700268676506507
.\src\main\java\org\jfree\chart\ChartHints.java, ChartHints, 22, 33, 1.5, 1, 1.5
.\src\main\java\org\jfree\chart\ChartHints.java, Key, 16, 17, 1.0625, 5, 0.2125
.\src\main\java\org\jfree\chart\ChartRenderingInfo.java, ChartRenderingInfo, 84, 99, 1.1785714285714286, 21, 0.05612244897959184
.\src\main\java\org\jfree\chart\ChartTheme.java, ChartTheme, 3, 12, 4.0, 1, 4.0
.\src\main\java\org\jfree\chart\ChartTransferable.java, ChartTransferable, 80, 95, 1.1875, 14, 0.08482142857142858
.\src\main\java\org\jfree\chart\ChartUtils.java, ChartUtils, 154, 358, 2.324675324675325, 38, 0.06117566643882434
.\src\main\java\org\jfree\chart\date\MonthConstants.java, MonthConstants, 14, 15, 1.0714285714285714, 0, 1.0714285714285714
.\src\main\java\org\jfree\chart\date\SerialDate.java, SerialDate, 338, 466, 1.378698224852071, 122, 0.011300805121738287
.\src\main\java\org\jfree\chart\date\SpreadsheetDate.java, SpreadsheetDate, 159, 195, 1.2264150943396226, 34, 0.03607103218645949
.\src\main\java\org\jfree\chart\Drawable.java, Drawable, 3, 10, 3.3333333333333335, 1, 3.3333333333333335
.\src\main\java\org\jfree\chart\encoders\EncoderUtil.java, EncoderUtil, 34, 85, 2.5, 8, 0.3125
.\src\main\java\org\jfree\chart\encoders\ImageEncoder.java, ImageEncoder, 8, 42, 5.25, 6, 0.875
.\src\main\java\org\jfree\chart\encoders\ImageEncoderFactory.java, ImageEncoderFactory, 45, 47, 1.0444444444444445, 9, 0.11604938271604939
.\src\main\java\org\jfree\chart\encoders\ImageFormat.java, ImageFormat, 5, 6, 1.2, 0, 1.2
.\src\main\java\org\jfree\chart\encoders\SunJPEGEncoderAdapter.java, SunJPEGEncoderAdapter, 45, 62, 1.3777777777777778, 8, 0.17222222222222222
.\src\main\java\org\jfree\chart\encoders\SunPNGEncoderAdapter.java, SunPNGEncoderAdapter, 28, 46, 1.6428571428571428, 6, 0.2738095238095238
.\src\main\java\org\jfree\chart\entity\AxisEntity.java, AxisEntity, 67, 77, 1.1492537313432836, 16, 0.07182835820895522
.\src\main\java\org\jfree\chart\entity\CategoryItemEntity.java, CategoryItemEntity, 56, 74, 1.3214285714285714, 14, 0.09438775510204081
.\src\main\java\org\jfree\chart\entity\CategoryLabelEntity.java, CategoryLabelEntity, 39, 37, 0.9487179487179487, 8, 0.11858974358974358
.\src\main\java\org\jfree\chart\entity\ChartEntity.java, ChartEntity, 154, 153, 0.9935064935064936, 35, 0.028385899814471243
.\src\main\java\org\jfree\chart\entity\EntityCollection.java, EntityCollection, 10, 47, 4.7, 8, 0.5875
.\src\main\java\org\jfree\chart\entity\FlowEntity.java, FlowEntity, 32, 31, 0.96875, 7, 0.13839285714285715
.\src\main\java\org\jfree\chart\entity\JFreeChartEntity.java, JFreeChartEntity, 67, 76, 1.1343283582089552, 16, 0.0708955223880597
.\src\main\java\org\jfree\chart\entity\LegendItemEntity.java, LegendItemEntity, 49, 63, 1.2857142857142858, 13, 0.09890109890109891
.\src\main\java\org\jfree\chart\entity\NodeEntity.java, NodeEntity, 18, 30, 1.6666666666666667, 4, 0.4166666666666667
.\src\main\java\org\jfree\chart\entity\PieSectionEntity.java, PieSectionEntity, 72, 94, 1.3055555555555556, 18, 0.07253086419753087
.\src\main\java\org\jfree\chart\entity\PlotEntity.java, PlotEntity, 67, 76, 1.1343283582089552, 16, 0.0708955223880597
.\src\main\java\org\jfree\chart\entity\StandardEntityCollection.java, StandardEntityCollection, 74, 69, 0.9324324324324325, 17, 0.0548489666136725
.\src\main\java\org\jfree\chart\entity\TickLabelEntity.java, TickLabelEntity, 6, 12, 2.0, 1, 2.0
.\src\main\java\org\jfree\chart\entity\TitleEntity.java, TitleEntity, 67, 76, 1.1343283582089552, 16, 0.0708955223880597
.\src\main\java\org\jfree\chart\entity\XYAnnotationEntity.java, XYAnnotationEntity, 31, 31, 1.0, 8, 0.125
.\src\main\java\org\jfree\chart\entity\XYItemEntity.java, XYItemEntity, 51, 61, 1.196078431372549, 13, 0.09200603318250376
.\src\main\java\org\jfree\chart\event\AnnotationChangeEvent.java, AnnotationChangeEvent, 11, 17, 1.5454545454545454, 2, 0.7727272727272727
.\src\main\java\org\jfree\chart\event\AnnotationChangeListener.java, AnnotationChangeListener, 3, 9, 3.0, 1, 3.0
.\src\main\java\org\jfree\chart\event\AxisChangeEvent.java, AxisChangeEvent, 10, 16, 1.6, 2, 0.8
.\src\main\java\org\jfree\chart\event\AxisChangeListener.java, AxisChangeListener, 3, 15, 5.0, 1, 5.0
.\src\main\java\org\jfree\chart\event\ChartChangeEvent.java, ChartChangeEvent, 29, 46, 1.5862068965517242, 7, 0.22660098522167488
.\src\main\java\org\jfree\chart\event\ChartChangeEventType.java, ChartChangeEventType, 3, 6, 2.0, 0, 2.0
.\src\main\java\org\jfree\chart\event\ChartChangeListener.java, ChartChangeListener, 3, 12, 4.0, 1, 4.0
.\src\main\java\org\jfree\chart\event\ChartProgressEvent.java, ChartProgressEvent, 31, 45, 1.4516129032258065, 7, 0.20737327188940094
.\src\main\java\org\jfree\chart\event\ChartProgressEventType.java, ChartProgressEventType, 3, 5, 1.6666666666666667, 0, 1.6666666666666667
.\src\main\java\org\jfree\chart\event\ChartProgressListener.java, ChartProgressListener, 3, 9, 3.0, 1, 3.0
.\src\main\java\org\jfree\chart\event\MarkerChangeEvent.java, MarkerChangeEvent, 10, 17, 1.7, 2, 0.85
.\src\main\java\org\jfree\chart\event\MarkerChangeListener.java, MarkerChangeListener, 3, 9, 3.0, 1, 3.0
.\src\main\java\org\jfree\chart\event\PlotChangeEvent.java, PlotChangeEvent, 10, 17, 1.7, 2, 0.85
.\src\main\java\org\jfree\chart\event\PlotChangeListener.java, PlotChangeListener, 3, 10, 3.3333333333333335, 1, 3.3333333333333335
.\src\main\java\org\jfree\chart\event\RendererChangeEvent.java, RendererChangeEvent, 18, 33, 1.8333333333333333, 4, 0.4583333333333333
.\src\main\java\org\jfree\chart\event\RendererChangeListener.java, RendererChangeListener, 3, 9, 3.0, 1, 3.0
.\src\main\java\org\jfree\chart\event\TitleChangeEvent.java, TitleChangeEvent, 10, 14, 1.4, 2, 0.7
.\src\main\java\org\jfree\chart\event\TitleChangeListener.java, TitleChangeListener, 3, 10, 3.3333333333333335, 1, 3.3333333333333335
.\src\main\java\org\jfree\chart\imagemap\DynamicDriveToolTipTagFragmentGenerator.java, DynamicDriveToolTipTagFragmentGenerator, 15, 24, 1.6, 3, 0.5333333333333333
.\src\main\java\org\jfree\chart\imagemap\ImageMapUtils.java, ImageMapUtils, 84, 80, 0.9523809523809523, 23, 0.041407867494824016
.\src\main\java\org\jfree\chart\imagemap\OverLIBToolTipTagFragmentGenerator.java, OverLIBToolTipTagFragmentGenerator, 9, 14, 1.5555555555555556, 2, 0.7777777777777778
.\src\main\java\org\jfree\chart\imagemap\StandardToolTipTagFragmentGenerator.java, StandardToolTipTagFragmentGenerator, 9, 13, 1.4444444444444444, 2, 0.7222222222222222
.\src\main\java\org\jfree\chart\imagemap\StandardURLTagFragmentGenerator.java, StandardURLTagFragmentGenerator, 9, 14, 1.5555555555555556, 2, 0.7777777777777778
.\src\main\java\org\jfree\chart\imagemap\ToolTipTagFragmentGenerator.java, ToolTipTagFragmentGenerator, 3, 18, 6.0, 1, 6.0
.\src\main\java\org\jfree\chart\imagemap\URLTagFragmentGenerator.java, URLTagFragmentGenerator, 3, 15, 5.0, 1, 5.0
.\src\main\java\org\jfree\chart\internal\Args.java, Args, 27, 45, 1.6666666666666667, 10, 0.16666666666666669
.\src\main\java\org\jfree\chart\internal\ArrayUtils.java, ArrayUtils, 97, 48, 0.4948453608247423, 31, 0.015962753574991686
.\src\main\java\org\jfree\chart\internal\CloneUtils.java, CloneUtils, 78, 50, 0.6410256410256411, 15, 0.042735042735042736
.\src\main\java\org\jfree\chart\internal\HashUtils.java, HashUtils, 60, 92, 1.5333333333333334, 13, 0.11794871794871796
.\src\main\java\org\jfree\chart\internal\LineUtils.java, LineUtils, 71, 33, 0.4647887323943662, 15, 0.030985915492957747
.\src\main\java\org\jfree\chart\internal\PaintUtils.java, PaintUtils, 85, 50, 0.5882352941176471, 22, 0.026737967914438502
.\src\main\java\org\jfree\chart\internal\SerialUtils.java, SerialUtils, 378, 187, 0.4947089947089947, 69, 0.007169695575492677
.\src\main\java\org\jfree\chart\internal\ShapeUtils.java, ShapeUtils, 244, 193, 0.7909836065573771, 44, 0.017976900149031298
.\src\main\java\org\jfree\chart\JFreeChart.java, JFreeChart, 671, 682, 1.0163934426229508, 150, 0.0067759562841530055
.\src\main\java\org\jfree\chart\labels\AbstractCategoryItemLabelGenerator.java, AbstractCategoryItemLabelGenerator, 114, 116, 1.0175438596491229, 24, 0.042397660818713455
.\src\main\java\org\jfree\chart\labels\AbstractPieItemLabelGenerator.java, AbstractPieItemLabelGenerator, 91, 75, 0.8241758241758241, 20, 0.04120879120879121
.\src\main\java\org\jfree\chart\labels\AbstractXYItemLabelGenerator.java, AbstractXYItemLabelGenerator, 134, 125, 0.9328358208955224, 31, 0.03009147809340395
.\src\main\java\org\jfree\chart\labels\BoxAndWhiskerToolTipGenerator.java, BoxAndWhiskerToolTipGenerator, 38, 46, 1.2105263157894737, 7, 0.17293233082706766
.\src\main\java\org\jfree\chart\labels\BoxAndWhiskerXYToolTipGenerator.java, BoxAndWhiskerXYToolTipGenerator, 42, 50, 1.1904761904761905, 8, 0.1488095238095238
.\src\main\java\org\jfree\chart\labels\BubbleXYItemLabelGenerator.java, BubbleXYItemLabelGenerator, 93, 92, 0.989247311827957, 19, 0.0520656479909451
.\src\main\java\org\jfree\chart\labels\CategoryItemLabelGenerator.java, CategoryItemLabelGenerator, 5, 35, 7.0, 3, 2.3333333333333335
.\src\main\java\org\jfree\chart\labels\CategorySeriesLabelGenerator.java, CategorySeriesLabelGenerator, 3, 16, 5.333333333333333, 1, 5.333333333333333
.\src\main\java\org\jfree\chart\labels\CategoryToolTipGenerator.java, CategoryToolTipGenerator, 3, 21, 7.0, 1, 7.0
.\src\main\java\org\jfree\chart\labels\CrosshairLabelGenerator.java, CrosshairLabelGenerator, 3, 10, 3.3333333333333335, 1, 3.3333333333333335
.\src\main\java\org\jfree\chart\labels\CustomXYToolTipGenerator.java, CustomXYToolTipGenerator, 68, 57, 0.8382352941176471, 18, 0.04656862745098039
.\src\main\java\org\jfree\chart\labels\FlowLabelGenerator.java, FlowLabelGenerator, 3, 13, 4.333333333333333, 1, 4.333333333333333
.\src\main\java\org\jfree\chart\labels\HighLowItemLabelGenerator.java, HighLowItemLabelGenerator, 92, 58, 0.6304347826086957, 21, 0.030020703933747412
.\src\main\java\org\jfree\chart\labels\IntervalCategoryItemLabelGenerator.java, IntervalCategoryItemLabelGenerator, 38, 33, 0.868421052631579, 9, 0.09649122807017545
.\src\main\java\org\jfree\chart\labels\IntervalCategoryToolTipGenerator.java, IntervalCategoryToolTipGenerator, 52, 42, 0.8076923076923077, 13, 0.0621301775147929
.\src\main\java\org\jfree\chart\labels\IntervalXYItemLabelGenerator.java, IntervalXYItemLabelGenerator, 102, 84, 0.8235294117647058, 21, 0.0392156862745098
.\src\main\java\org\jfree\chart\labels\IntervalXYToolTipGenerator.java, IntervalXYToolTipGenerator, 102, 84, 0.8235294117647058, 21, 0.0392156862745098
.\src\main\java\org\jfree\chart\labels\ItemLabelAnchor.java, ItemLabelAnchor, 27, 29, 1.0740740740740742, 0, 1.0740740740740742
.\src\main\java\org\jfree\chart\labels\ItemLabelPosition.java, ItemLabelPosition, 66, 59, 0.8939393939393939, 15, 0.0595959595959596
.\src\main\java\org\jfree\chart\labels\MultipleXYSeriesLabelGenerator.java, MultipleXYSeriesLabelGenerator, 95, 65, 0.6842105263157895, 18, 0.038011695906432746
.\src\main\java\org\jfree\chart\labels\PieSectionLabelGenerator.java, PieSectionLabelGenerator, 4, 39, 9.75, 2, 4.875
.\src\main\java\org\jfree\chart\labels\PieToolTipGenerator.java, PieToolTipGenerator, 3, 14, 4.666666666666667, 1, 4.666666666666667
.\src\main\java\org\jfree\chart\labels\StandardCategoryItemLabelGenerator.java, StandardCategoryItemLabelGenerator, 35, 51, 1.457142857142857, 9, 0.16190476190476188
.\src\main\java\org\jfree\chart\labels\StandardCategorySeriesLabelGenerator.java, StandardCategorySeriesLabelGenerator, 47, 52, 1.1063829787234043, 10, 0.11063829787234043
.\src\main\java\org\jfree\chart\labels\StandardCategoryToolTipGenerator.java, StandardCategoryToolTipGenerator, 32, 41, 1.28125, 8, 0.16015625
.\src\main\java\org\jfree\chart\labels\StandardCrosshairLabelGenerator.java, StandardCrosshairLabelGenerator, 47, 45, 0.9574468085106383, 11, 0.08704061895551257
.\src\main\java\org\jfree\chart\labels\StandardFlowLabelGenerator.java, StandardFlowLabelGenerator, 40, 33, 0.825, 8, 0.103125
.\src\main\java\org\jfree\chart\labels\StandardPieSectionLabelGenerator.java, StandardPieSectionLabelGenerator, 62, 110, 1.7741935483870968, 15, 0.11827956989247311
.\src\main\java\org\jfree\chart\labels\StandardPieToolTipGenerator.java, StandardPieToolTipGenerator, 27, 56, 2.074074074074074, 7, 0.2962962962962963
.\src\main\java\org\jfree\chart\labels\StandardXYItemLabelGenerator.java, StandardXYItemLabelGenerator, 44, 80, 1.8181818181818181, 12, 0.15151515151515152
.\src\main\java\org\jfree\chart\labels\StandardXYSeriesLabelGenerator.java, StandardXYSeriesLabelGenerator, 47, 58, 1.2340425531914894, 10, 0.12340425531914893
.\src\main\java\org\jfree\chart\labels\StandardXYToolTipGenerator.java, StandardXYToolTipGenerator, 45, 80, 1.7777777777777777, 12, 0.14814814814814814
.\src\main\java\org\jfree\chart\labels\StandardXYZToolTipGenerator.java, StandardXYZToolTipGenerator, 88, 87, 0.9886363636363636, 18, 0.054924242424242424
.\src\main\java\org\jfree\chart\labels\SymbolicXYItemLabelGenerator.java, SymbolicXYItemLabelGenerator, 55, 52, 0.9454545454545454, 12, 0.07878787878787878
.\src\main\java\org\jfree\chart\labels\XYItemLabelGenerator.java, XYItemLabelGenerator, 3, 14, 4.666666666666667, 1, 4.666666666666667
.\src\main\java\org\jfree\chart\labels\XYSeriesLabelGenerator.java, XYSeriesLabelGenerator, 3, 17, 5.666666666666667, 1, 5.666666666666667
.\src\main\java\org\jfree\chart\labels\XYToolTipGenerator.java, XYToolTipGenerator, 3, 13, 4.333333333333333, 1, 4.333333333333333
.\src\main\java\org\jfree\chart\labels\XYZToolTipGenerator.java, XYZToolTipGenerator, 3, 13, 4.333333333333333, 1, 4.333333333333333
.\src\main\java\org\jfree\chart\legend\LegendGraphic.java, LegendGraphic, 299, 315, 1.0535117056856187, 73, 0.014431667201172858
.\src\main\java\org\jfree\chart\legend\LegendItem.java, LegendItem, 385, 501, 1.3012987012987014, 83, 0.01567829760600845
.\src\main\java\org\jfree\chart\legend\LegendItemBlockContainer.java, LegendItemBlockContainer, 54, 66, 1.2222222222222223, 11, 0.11111111111111112
.\src\main\java\org\jfree\chart\legend\LegendItemCollection.java, LegendItemCollection, 48, 51, 1.0625, 12, 0.08854166666666667
.\src\main\java\org\jfree\chart\legend\LegendItemSource.java, LegendItemSource, 3, 10, 3.3333333333333335, 1, 3.3333333333333335
.\src\main\java\org\jfree\chart\legend\LegendRenderingOrder.java, LegendRenderingOrder, 3, 5, 1.6666666666666667, 0, 1.6666666666666667
.\src\main\java\org\jfree\chart\legend\LegendTitle.java, LegendTitle, 297, 235, 0.7912457912457912, 64, 0.012363215488215487
.\src\main\java\org\jfree\chart\legend\PaintScaleLegend.java, PaintScaleLegend, 307, 236, 0.7687296416938111, 70, 0.0109818520241973
.\src\main\java\org\jfree\chart\plot\CategoryCrosshairState.java, CategoryCrosshairState, 56, 58, 1.0357142857142858, 13, 0.07967032967032968
.\src\main\java\org\jfree\chart\plot\CategoryMarker.java, CategoryMarker, 57, 70, 1.2280701754385965, 14, 0.08771929824561404
.\src\main\java\org\jfree\chart\plot\CategoryPlot.java, CategoryPlot, 2157, 2071, 0.9601298099211868, 496, 0.0019357455845185217
.\src\main\java\org\jfree\chart\plot\CenterTextMode.java, CenterTextMode, 3, 6, 2.0, 0, 2.0
.\src\main\java\org\jfree\chart\plot\CombinedDomainCategoryPlot.java, CombinedDomainCategoryPlot, 309, 220, 0.7119741100323624, 64, 0.011124595469255663
.\src\main\java\org\jfree\chart\plot\CombinedDomainXYPlot.java, CombinedDomainXYPlot, 351, 260, 0.7407407407407407, 74, 0.01001001001001001
.\src\main\java\org\jfree\chart\plot\CombinedRangeCategoryPlot.java, CombinedRangeCategoryPlot, 266, 174, 0.6541353383458647, 56, 0.011680988184747583
.\src\main\java\org\jfree\chart\plot\CombinedRangeXYPlot.java, CombinedRangeXYPlot, 325, 237, 0.7292307692307692, 68, 0.010723981900452489
.\src\main\java\org\jfree\chart\plot\compass\ArrowNeedle.java, ArrowNeedle, 67, 42, 0.6268656716417911, 12, 0.05223880597014926
.\src\main\java\org\jfree\chart\plot\compass\CompassPlot.java, CompassPlot, 393, 300, 0.7633587786259542, 86, 0.008876264867743655
.\src\main\java\org\jfree\chart\plot\compass\LineNeedle.java, LineNeedle, 33, 33, 1.0, 7, 0.14285714285714285
.\src\main\java\org\jfree\chart\plot\compass\LongNeedle.java, LongNeedle, 79, 38, 0.4810126582278481, 12, 0.04008438818565401
.\src\main\java\org\jfree\chart\plot\compass\MeterNeedle.java, MeterNeedle, 156, 160, 1.0256410256410255, 41, 0.02501563477173233
.\src\main\java\org\jfree\chart\plot\compass\MiddlePinNeedle.java, MiddlePinNeedle, 50, 35, 0.7, 9, 0.07777777777777778
.\src\main\java\org\jfree\chart\plot\compass\PinNeedle.java, PinNeedle, 49, 35, 0.7142857142857143, 9, 0.07936507936507936
.\src\main\java\org\jfree\chart\plot\compass\PlumNeedle.java, PlumNeedle, 41, 33, 0.8048780487804879, 8, 0.10060975609756098
.\src\main\java\org\jfree\chart\plot\compass\PointerNeedle.java, PointerNeedle, 62, 34, 0.5483870967741935, 11, 0.04985337243401759
.\src\main\java\org\jfree\chart\plot\compass\ShipNeedle.java, ShipNeedle, 39, 34, 0.8717948717948718, 8, 0.10897435897435898
.\src\main\java\org\jfree\chart\plot\compass\WindNeedle.java, WindNeedle, 36, 29, 0.8055555555555556, 8, 0.10069444444444445
.\src\main\java\org\jfree\chart\plot\Crosshair.java, Crosshair, 274, 342, 1.2481751824817517, 57, 0.0218978102189781
.\src\main\java\org\jfree\chart\plot\CrosshairState.java, CrosshairState, 103, 180, 1.7475728155339805, 27, 0.06472491909385113
.\src\main\java\org\jfree\chart\plot\DatasetRenderingOrder.java, DatasetRenderingOrder, 3, 13, 4.333333333333333, 0, 4.333333333333333
.\src\main\java\org\jfree\chart\plot\DefaultDrawingSupplier.java, DefaultDrawingSupplier, 229, 152, 0.6637554585152838, 44, 0.015085351329892815
.\src\main\java\org\jfree\chart\plot\dial\AbstractDialLayer.java, AbstractDialLayer, 64, 84, 1.3125, 15, 0.0875
.\src\main\java\org\jfree\chart\plot\dial\ArcDialFrame.java, ArcDialFrame, 191, 204, 1.068062827225131, 36, 0.029668411867364748
.\src\main\java\org\jfree\chart\plot\dial\DialBackground.java, DialBackground, 78, 107, 1.3717948717948718, 18, 0.07621082621082621
.\src\main\java\org\jfree\chart\plot\dial\DialCap.java, DialCap, 108, 139, 1.287037037037037, 23, 0.055958132045088566
.\src\main\java\org\jfree\chart\plot\dial\DialFrame.java, DialFrame, 3, 17, 5.666666666666667, 1, 5.666666666666667
.\src\main\java\org\jfree\chart\plot\dial\DialLayer.java, DialLayer, 8, 53, 6.625, 6, 1.1041666666666667
.\src\main\java\org\jfree\chart\plot\dial\DialLayerChangeEvent.java, DialLayerChangeEvent, 10, 15, 1.5, 2, 0.75
.\src\main\java\org\jfree\chart\plot\dial\DialLayerChangeListener.java, DialLayerChangeListener, 3, 11, 3.6666666666666665, 1, 3.6666666666666665
.\src\main\java\org\jfree\chart\plot\dial\DialPlot.java, DialPlot, 346, 344, 0.9942196531791907, 77, 0.012911943547781697
.\src\main\java\org\jfree\chart\plot\dial\DialPointer.java, DialPointer, 246, 248, 1.008130081300813, 14, 0.07200929152148663
.\src\main\java\org\jfree\chart\plot\dial\DialPointer.java, Pin, 76, 79, 1.0394736842105263, 15, 0.0692982456140351
.\src\main\java\org\jfree\chart\plot\dial\DialPointer.java, Pointer, 114, 97, 0.8508771929824561, 18, 0.047270955165692005
.\src\main\java\org\jfree\chart\plot\dial\DialScale.java, DialScale, 4, 23, 5.75, 2, 2.875
.\src\main\java\org\jfree\chart\plot\dial\DialTextAnnotation.java, DialTextAnnotation, 134, 167, 1.2462686567164178, 29, 0.042974781266083374
.\src\main\java\org\jfree\chart\plot\dial\DialValueIndicator.java, DialValueIndicator, 288, 328, 1.1388888888888888, 60, 0.01898148148148148
.\src\main\java\org\jfree\chart\plot\dial\StandardDialFrame.java, StandardDialFrame, 120, 138, 1.15, 24, 0.04791666666666666
.\src\main\java\org\jfree\chart\plot\dial\StandardDialRange.java, StandardDialRange, 154, 175, 1.1363636363636365, 34, 0.03342245989304813
.\src\main\java\org\jfree\chart\plot\dial\StandardDialScale.java, StandardDialScale, 368, 466, 1.266304347826087, 81, 0.015633387010198604
.\src\main\java\org\jfree\chart\plot\DialShape.java, DialShape, 3, 7, 2.3333333333333335, 0, 2.3333333333333335
.\src\main\java\org\jfree\chart\plot\DrawingSupplier.java, DrawingSupplier, 8, 41, 5.125, 6, 0.8541666666666666
.\src\main\java\org\jfree\chart\plot\FastScatterPlot.java, FastScatterPlot, 433, 431, 0.9953810623556582, 96, 0.010368552732871439
.\src\main\java\org\jfree\chart\plot\flow\FlowPlot.java, FlowPlot, 414, 265, 0.6400966183574879, 77, 0.00831294309555179
.\src\main\java\org\jfree\chart\plot\IntervalMarker.java, IntervalMarker, 67, 80, 1.1940298507462686, 17, 0.07023705004389814
.\src\main\java\org\jfree\chart\plot\Marker.java, Marker, 241, 300, 1.2448132780082988, 57, 0.021838829438742085
.\src\main\java\org\jfree\chart\plot\MeterInterval.java, MeterInterval, 73, 74, 1.0136986301369864, 17, 0.05962933118452861
.\src\main\java\org\jfree\chart\plot\MeterPlot.java, MeterPlot, 549, 481, 0.8761384335154827, 114, 0.007685424855398971
.\src\main\java\org\jfree\chart\plot\Pannable.java, Pannable, 7, 33, 4.714285714285714, 5, 0.9428571428571428
.\src\main\java\org\jfree\chart\plot\pie\AbstractPieLabelDistributor.java, AbstractPieLabelDistributor, 20, 37, 1.85, 6, 0.30833333333333335
.\src\main\java\org\jfree\chart\plot\pie\MultiplePiePlot.java, MultiplePiePlot, 294, 185, 0.6292517006802721, 60, 0.010487528344671202
.\src\main\java\org\jfree\chart\plot\pie\PieLabelDistributor.java, PieLabelDistributor, 98, 58, 0.5918367346938775, 26, 0.022762951334379906
.\src\main\java\org\jfree\chart\plot\pie\PieLabelLinkStyle.java, PieLabelLinkStyle, 3, 7, 2.3333333333333335, 0, 2.3333333333333335
.\src\main\java\org\jfree\chart\plot\pie\PieLabelRecord.java, PieLabelRecord, 108, 104, 0.9629629629629629, 29, 0.033205619412515965
.\src\main\java\org\jfree\chart\plot\pie\PiePlot.java, PiePlot, 1376, 1333, 0.96875, 278, 0.0034847122302158274
.\src\main\java\org\jfree\chart\plot\pie\PiePlotState.java, PiePlotState, 77, 123, 1.5974025974025974, 21, 0.07606679035250463
.\src\main\java\org\jfree\chart\plot\Plot.java, Plot, 563, 626, 1.1119005328596803, 156, 0.007127567518331284
.\src\main\java\org\jfree\chart\plot\PlotOrientation.java, PlotOrientation, 9, 19, 2.111111111111111, 2, 1.0555555555555556
